AER302H1S,Winter2022,Faculty of Applied Science and Engineering,,
ACTIVITY,TIME,LOCATION,INSTRUCTOR,DELIVERY METHOD
LEC0101,Wednesday 12:00PM - 2:00PM,BA2159,"Liu  Hugh", In Person, 0
,Monday 12:00PM - 2:00PM,BAB024
,,,,
