MAT188H1S,Winter2022,Faculty of Applied Science and Engineering,,
ACTIVITY,TIME,LOCATION,INSTRUCTOR,DELIVERY METHOD
LEC0101,Wednesday 2:00PM - 3:00PM,WB130, , In Person, 0
,Monday 2:00PM - 3:00PM,MY380
,Thursday 2:00PM - 3:00PM,MY380
,,,,
PRA0101,Tuesday 2:00PM - 3:00PM,GB150, , In Person, 0
,Tuesday 2:00PM - 3:00PM,WB255
,,,,
TUT0101,Monday 3:00PM - 5:00PM,BA1200, , In Person, 0
,,,,
