CHE375H1S,Winter2022,Faculty of Applied Science and Engineering,,
ACTIVITY,TIME,LOCATION,INSTRUCTOR,DELIVERY METHOD
LEC0101,Tuesday 3:00PM - 5:00PM,LM157,"Lawryshyn  Yuri", In Person, 0
,Thursday 1:00PM - 3:00PM,BA2185
,,,,
