APS420H1S,Winter2022,Faculty of Applied Science and Engineering,,
ACTIVITY,TIME,LOCATION,INSTRUCTOR,DELIVERY METHOD
LEC0101,Monday 12:00AM - 2:00PM,WB130,"Mahmoud  Ahmed Hammam", In Person, 0
,Thursday 3:00PM - 5:00PM,WB130
,,,,
