ESC204H1F,Fall,Faculty of Applied Science and Engineering,,
ACTIVITY,TIME,LOCATION,INSTRUCTOR,DELIVERY METHOD
LEC0101,Thursday 7:00PM - 8:30PM,,"Asare  Philip", Online Synchronous, 0
,Tuesday 7:00PM - 8:30PM,
,Thursday 7:00PM - 8:30PM,
,Tuesday 7:00PM - 8:30PM,
,,,,
PRA0101,Wednesday 1:00PM - 3:00PM,MY320, , In Person, 0
,Wednesday 1:00PM - 3:00PM,MY435
,,,,
PRA0102,Wednesday 1:00PM - 3:00PM,BA2155, , In Person, 0
,Wednesday 1:00PM - 3:00PM,MY435
,,,,
PRA0103,Friday 4:00PM - 6:00PM,MY380, , In Person, 0
,Friday 4:00PM - 6:00PM,MY435
,,,,
PRA0104,Tuesday 4:00PM - 6:00PM,BA2145, , In Person, 0
,Tuesday 4:00PM - 6:00PM,BA2155
,Tuesday 4:00PM - 6:00PM,MY435
,,,,
PRA0105,Tuesday 4:00PM - 6:00PM,BA2145, , In Person, 0
,Tuesday 4:00PM - 6:00PM,BA2155
,Tuesday 4:00PM - 6:00PM,MY435
,,,,
PRA0106,Tuesday 4:00PM - 6:00PM,BA2145, , In Person, 0
,Tuesday 4:00PM - 6:00PM,BA2155
,Tuesday 4:00PM - 6:00PM,MY435
,,,,
PRA0107,Friday 4:00PM - 6:00PM,MY360, , In Person, 0
,Friday 4:00PM - 6:00PM,MY435
,,,,
PRA0108,Friday 4:00PM - 6:00PM,MY360, , In Person, 0
,Friday 4:00PM - 6:00PM,MY435
,,,,
PRA0109,Friday 4:00PM - 6:00PM,MY380, , In Person, 0
,Friday 4:00PM - 6:00PM,MY435
,,,,
PRA0110,Wednesday 9:00AM - 11:00AM,BA1200, , In Person, 0
,Wednesday 9:00AM - 11:00AM,MY435
,,,,
TUT0101,Monday 9:00AM - 11:00AM,MY317, , In Person, 0
,Monday 9:00AM - 11:00AM,MY435
,,,,
TUT0102,Monday 9:00AM - 11:00AM,BA1220, , In Person, 0
,Monday 9:00AM - 11:00AM,MY435
,,,,
TUT0103,Monday 4:00PM - 6:00PM,MY360, , In Person, 0
,,,,
TUT0104,Monday 4:00PM - 6:00PM,SF3202, , In Person, 0
,Monday 4:00PM - 6:00PM,HA410
,,,,
TUT0105,Monday 4:00PM - 6:00PM,SF3202, , In Person, 0
,Monday 4:00PM - 6:00PM,HA410
,,,,
TUT0106,Monday 4:00PM - 6:00PM,SF3202, , In Person, 0
,Monday 4:00PM - 6:00PM,HA410
,,,,
TUT0107,Tuesday 3:00PM - 5:00PM,BA2139, , In Person, 0
,,,,
TUT0108,Tuesday 12:00AM - 2:00PM,MY430, , In Person, 0
,Tuesday 12:00AM - 2:00PM,MY435
,,,,
TUT0109,Monday 4:00PM - 6:00PM,MY360, , In Person, 0
,,,,
TUT0110,Monday 9:00AM - 11:00AM,BA1210, , In Person, 0
,Monday 9:00AM - 11:00AM,MY435
,,,,
