APS490Y1Y,Winter2021,Faculty of Applied Science and Engineering,,
ACTIVITY,TIME,LOCATION,INSTRUCTOR,DELIVERY METHOD
TUT0101,Thursday 6:00PM - 9:00PM,GB220,"Behdinan  Kamran", In Person, 0
,,,,
